OriginId,Latitude_mean,Longitude_mean,Name
10012463,54.6103395,-5.9728545,"Woodvale, Glencairn Road"
10012468,54.6120475,-5.9747825,"Glencairn, Forthriver Pass"
10012469,54.61317749999999,-5.9765145,"Glencairn, Forthriver Scout Hall"
10002000,54.618757,-5.9820915,"Glencairn, Glencairn Mission Hall"
10008082,54.621334,-5.984945,"Glencairn, GLC Glencairn Bay"
10008082,54.621334,-5.984945,"Glencairn, Forthriver Park"
10008082,54.621334,-5.984945,"Glencairn, Glencairn"
10001997,54.61996800000001,-5.983325,"Glencairn, Forthriver Dale"
10003950,54.607218,-5.936024,"Cliftonville, Carlisle Circus Clifton Street"
10003961,54.605943,-5.933697,"Belfast, Clifton House"
10012461,54.6130995,-5.962769,"Ardoyne, Kerrera Street"
10011041,54.609032,-5.944099,"Oldpark, Agnes Street"
10004125,54.60819049999999,-5.9397985,"Cliftonville, Crumlin Road Gaol"
10004125,54.60819049999999,-5.9397985,"Cliftonville, Mater Hospital"
10002514,54.623921,-5.97729,"Ballysillan, Springvale Gardens"
10008087,54.624228,-5.9797915,"Ligoniel, Ligoniel Park"
10008091,54.62850600000001,-5.983847,"Ligoniel, Mountainhill Road"
10008083,54.625221,-5.982476,"Ligoniel, Limehill Street"
10011045,54.611572,-5.956892,"Shankill, Flax Street"
10008085,54.626725,-5.984849,"Ligoniel, Ligoniel Church"
10003955,54.602751,-5.9309715,"Belfast, Central Library"
10008090,54.624988,-5.982023000000001,"Ligoniel, Mill valley Road"
10008086,54.625913,-5.983557,"Ligoniel, Ligoniel Community Centre"
10008092,54.628171,-5.98532,"Ligoniel, Mountainhill Walk"
10008093,54.628653,-5.982988,"Ligoniel, Old Mill Road"
10008084,54.6279,-5.979865,"Ligoniel, Mountainhill Road"
10008095,54.62741749999999,-5.985961,"Ligoniel, Wolfhill Centre"
10002513,54.623934,-5.97811,"Ballysillan, Springvale Gardens"
10010001,54.609862,-5.9482610000000005,"Oldpark, Century Street"
10010010,54.610040000000005,-5.949227,"Oldpark, Albertville Drive"
10011050,54.610374,-5.9508980000000005,"Shankill, St Marys"
10011051,54.610885,-5.9534735,"Shankill, Tennent Street"
10012491,54.610413,-5.951082,"Shankill, McCandless Street"
10008094,54.631487,-5.989632,"Ligoniel, Wolfhill"
10008094,54.631487,-5.989632,"Ligoniel, LGL Wolfhill"
10004123,54.615612,-5.942358499999999,"Cliftonville, Manor Street"
10012548,54.6083095,-5.936503,"Cliftonville, Carlisle Circus Antrim Road"
10000057,54.59724,-5.931142,"Belfast, Donegall Square North"
10000057,54.59724,-5.931142,"Belfast, DSN"
10004121,54.608966,-5.936276,"Cliftonville, Lincoln Avenue"
10004105,54.614011,-5.9375230000000006,"Cliftonville, Belfast Royal Academy"
10004114,54.618396,-5.94859,"Cliftonville, Elimgrove Street"
10004127,54.613116000000005,-5.9361440000000005,"Cliftonville, New Lodge Road"
10004110,54.610614,-5.935944999999999,"Cliftonville, Dawson Street"
10004119,54.61145,-5.935949,"Cliftonville, Kane Cottage"
10004126,54.613025,-5.936102,"Cliftonville, New Lodge Road"
10010013,54.620426,-5.952793,"Oldpark, Kingsmere Avenue"
10010012,54.620073,-5.952068,"Oldpark, Kelvin Parade"
10004106,54.618843000000005,-5.949512,"Cliftonville, Cardigan Drive"
10004108,54.617585,-5.946866,"Cliftonville, Chestnut Gardens"
10010000,54.615771,-5.9512,"Oldpark, Ardoyne Avenue"
10010015,54.616816,-5.953455,"Oldpark, Marrowbone Park"
